job_number,job_scope,job_status_at_dwr_create,date,dwrNumber,jobNumber,dwrBillingType,additionalFields,labour.name,labour.unit,labour.quantity,timeCard.description,iStatus
24037,"[""Topographic Survey"",""Underground Utility Survey""]",Job Setup,2024-03-28,240401-043,24037,DWR.TM,[],Estimating,HR,1.5,word and excel sheet - submission ,Job Setup
24037,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-04-03,240403-020,24037,DWR.TM,[],Administrator,HR,0.5,AT - Project setup,Ready to Schedule
24037,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-04-04,240404-019,24037,DWR.TM,[],Survey Technician,HR,10.0,"JH - load up, travel, FHA. Setup base, collect static on control and legal. Tie GCM. Set up S7 topo site and tie locates, Marc with Quadra. Submit FHA. Notes, travel, unload. Import data, photos, static data. Post Process data. Process aerial photos, admin ",Ready to Schedule
24037,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-04-04,240405-008,24037,DWR.TM,[],Administrator,HR,0.75,SSSP preparation,Ready to Schedule
24037,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-04-03,240410-054,24037,DWR.TM,[],Survey Technician,HR,2.5,Prep for field and legal base creation ,Ready to Schedule
24037,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-04-09,240410-071,24037,DWR.TM,[],Survey Technician,HR,1.0,review legal ,Ready to Schedule
24037,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-04-10,240410-073,24037,DWR.TM,[],Project Manager,HR,2.0,plan checking,Ready to Schedule
24037,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-04-10,240410-073,24037,DWR.TM,[],Project Manager,HR,1.0,finalize and submit,Ready to Schedule
24037,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-04-08,240411-015,24037,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Travel to site, site inspection and safety forms completed, set control with GNSS Static, Topographic Survey, Underground Utility Survey, Travel to office, download, drafting, check PE2N, delivery.""}]",CAD Drafting,HR,3.5,DRAFTING ON EV SITE PLAN,Ready to Schedule
24037,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-04-08,240411-015,24037,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Travel to site, site inspection and safety forms completed, set control with GNSS Static, Topographic Survey, Underground Utility Survey, Travel to office, download, drafting, check PE2N, delivery.""}]",Data Processing,HR,2.0,"PROCESSING JH FIELD DATA, CREATING NETWORK ADJUSTMENT",Ready to Schedule
24037,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-04-09,240411-016,24037,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Travel to site, site inspection and safety forms completed, set control with GNSS Static, Topographic Survey, Underground Utility Survey, Travel to office, download, drafting, check PE2N, delivery.""}]",CAD Drafting,HR,1.0,"DRAFTING ON EV SITE PLAN, ADDING LEGAL",Ready to Schedule
24037,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-04-10,240411-017,24037,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Travel to site, site inspection and safety forms completed, set control with GNSS Static, Topographic Survey, Underground Utility Survey, Travel to office, download, drafting, check PE2N, delivery.""}]",CAD Drafting,HR,2.0,"DRAFTING ON EV SITE PLAN MARKUPS, CREATING CONTROL TABLE, AND FINAL PACKAGE CREATION ",Ready to Schedule
24041,"[""3D Scanning""]",Job Setup,2024-04-05,240405-025,24041,DWR.FP,[],Estimating,HR,1.25,"Client emails, Estimate setup. New client setup",Job Setup
24041,"[""3D Scanning""]",Job Setup,2024-04-09,240409-019,24041,DWR.FP,[],Estimating,HR,2.0,"Excel, Word doc. Emails. Submittal",Job Setup
24041,"[""3D Scanning""]",Job Setup,2024-04-10,240410-034,24041,DWR.FP,[],Estimating,HR,1.25,Emails to client and modeling subcontractor. revised quote and resubmittal.,Job Setup
24041,"[""3D Scanning""]",Ready to Schedule,2024-04-16,240416-007,24041,DWR.FP,[],Administrator,HR,0.5,Project Setup. Emails,Ready to Schedule
24041,"[""3D Scanning""]",Ready to Schedule,2024-04-16,240416-018,24041,DWR.FP,[],Administrator,HR,1.0,Went through project scopes,Ready to Schedule
24041,"[""3D Scanning""]",Ready to Schedule,2024-04-17,240419-004,24041,DWR.FP,[],Administrator,HR,0.75,Communicating with client and set up the project,Ready to Schedule
24041,"[""3D Scanning""]",Ready to Schedule,2024-04-18,240419-005,24041,DWR.FP,[],Data Processing,HR,9.0,Data processing,Ready to Schedule
24041,"[""3D Scanning""]",Ready to Schedule,2024-04-17,240419-023,24041,DWR.FP,[],Survey Technologist,HR,9.0,"Scans of two buildings
Refine scans upload to cloud",Ready to Schedule
24041,"[""3D Scanning""]",Ready to Schedule,2024-04-16,240419-034,24041,DWR.FP,[],Survey Technologist,HR,0.5,Review project requirements,Ready to Schedule
24041,"[""3D Scanning""]",Ready to Schedule,2024-04-19,240422-010,24041,DWR.FP,[],Data Processing,HR,8.0,Data exportation and uploading,Ready to Schedule
24041,"[""3D Scanning""]",Ready to Schedule,2024-04-22,240423-007,24041,DWR.FP,[],Administrator,HR,2.0,Communicating with client,Ready to Schedule
24041,"[""3D Scanning""]",Ready to Schedule,2024-05-17,240517-006,24041,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""3D scan and 3D Revit Model for re-cladding.""}]",Administrator,HR,0.5,N/C Call with client about data not being in correct format. Needs RCP files. Emails. ,Ready to Schedule
24041,"[""3D Scanning""]",Ready to Schedule,2024-05-17,240521-021,24041,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""3D scan and 3D Revit Model for re-cladding.""}]",Data Processing,HR,4.0,Data processing for client,Ready to Schedule
24041,"[""3D Scanning""]",Ready to Schedule,2024-05-18,240521-022,24041,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""3D scan and 3D Revit Model for re-cladding.""}]",Data Processing,HR,8.0,Data processing and exporting for client,Ready to Schedule
24041,"[""3D Scanning""]",Ready to Schedule,2024-05-21,240521-039,24041,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""3D scan and 3D Revit Model for re-cladding.""}]",Data Processing,HR,1.0,Possible N/C. Downloading and troubleshooting data. Emails.,Ready to Schedule
24041,"[""3D Scanning""]",Ready to Schedule,2024-05-21,240521-051,24041,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""3D scan and 3D Revit Model for re-cladding.""}]",Data Processing,HR,2.5,"Data preparation and exporting for the client
Communicating with Andrew and the client",Ready to Schedule
24041,"[""3D Scanning""]",Ready to Schedule,2024-05-22,240522-054,24041,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""3D scan and 3D Revit Model for re-cladding.""}]",Estimating,HR,1.5,N/C . Call and meeting with client due to not properly registered data. Troubleshooting. Emails. Showing issues to Aaron for reprocess.,Ready to Schedule
24041,"[""3D Scanning""]",Ready to Schedule,2024-05-23,240523-002,24041,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""3D scan and 3D Revit Model for re-cladding.""}]",Estimating,HR,0.5,N/C Reviewing fixed data. Emails.,Ready to Schedule
24041,"[""3D Scanning""]",Ready to Schedule,2024-05-22,240524-007,24041,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""3D scan and 3D Revit Model for re-cladding.""}]",Data Processing,HR,5.0,"Re process and run auto refinement to fix registration.
Sample and export for delivery.",Ready to Schedule
24041,"[""3D Scanning""]",Ready to Schedule,2024-05-24,240524-017,24041,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""3D scan and 3D Revit Model for re-cladding.""}]",Estimating,HR,0.25,"N/C Emails, calls",Ready to Schedule
24041,"[""3D Scanning""]",Ready to Schedule,2024-05-27,240527-023,24041,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""3D scan and 3D Revit Model for re-cladding.""}]",Project Manager,HR,5.5,"Communicating with Andrew and Aaron B about the errors the project had
Meeting with David 
Checking the data",Ready to Schedule
24041,"[""3D Scanning""]",Ready to Schedule,2024-05-29,240529-010,24041,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""3D scan and 3D Revit Model for re-cladding.""}]",Project Manager,HR,7.0,"Probably non chargeable to 24041-correcting action for the scanning issues
Updating the SOP related to the scanning correcting actions and Project Management
Communicating with Aaron B",Ready to Schedule
24041,"[""3D Scanning""]",Ready to Schedule,2024-05-29,240531-014,24041,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""3D scan and 3D Revit Model for re-cladding.""}]",Data Processing,HR,0.5,Prepare data requested by SY for QC purposes,Ready to Schedule
24041,"[""3D Scanning""]",Ready to Schedule,2024-06-03,240603-037,24041,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""3D scan and 3D Revit Model for re-cladding.""}]",Project Manager,HR,4.0,"Probably non-chargeable to 24041-correcting action meeting with Aaron B
Updating the SOP laser scanning section",Ready to Schedule
24042,"[""Topographic Survey"",""Underground Utility Survey""]",Job Setup,2024-04-18,240418-001,24042,DWR.TM,[],Estimating,HR,0.75,Estimate setup. Doc Review,Job Setup
24042,"[""Topographic Survey"",""Underground Utility Survey""]",Job Setup,2024-04-18,240418-008,24042,DWR.TM,[],Estimating,HR,0.5,Review and discuss with TK.,Job Setup
24042,"[""Topographic Survey"",""Underground Utility Survey""]",Job Setup,2024-04-18,240418-026,24042,DWR.TM,[],Estimating,HR,2.0,"scope, excel, word doc, pdf, submission",Job Setup
24042,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-04-19,240419-013,24042,DWR.TM,[],Administrator,HR,0.5,Project setup,Ready to Schedule
24042,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-04-22,240426-005,24042,DWR.TM,[],Survey Technician,HR,4.75,"Travel from Nanaimo to Vancouver, pick up pipe locator",Ready to Schedule
24042,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-04-23,240426-006,24042,DWR.TM,[],Survey Technician,HR,12.0,"Travel from Vancouver to Vanderhoof, job package review. ",Ready to Schedule
24042,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-04-24,240426-007,24042,DWR.TM,[],Survey Technician,HR,12.0,"Arrive onsite, complete safety tools, search monument (destroyed), set control, collect static data, search and tie legal, setup conventional, collect topo, buried utility Locates and ties, took photos, tear down, complete and submit notes, sketches and data.",Ready to Schedule
24042,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-04-25,240426-008,24042,DWR.TM,[],Survey Technician,HR,11.0,"Check in with City Staff (Garry) to confirm Locates jive with Vanderhoof GIS, travel from Vanderhoof to Squamish",Ready to Schedule
24042,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-04-26,240426-009,24042,DWR.TM,[],Survey Technician,HR,4.0,"Travel from Squamish to Nanaimo, stopped in Vancouver to drop off the pipe locator",Ready to Schedule
24042,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-04-26,240429-014,24042,DWR.TM,[],CAD Drafting,HR,4.0,DRAFTING ON EV SITE PLAN,Ready to Schedule
24042,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-04-26,240429-014,24042,DWR.TM,[],Data Processing,HR,1.0,PROCESSING XS FIELD DATA,Ready to Schedule
24042,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-04-18,240506-003,24042,DWR.TM,[],Estimating,HR,2.0,TK - Estimate,Ready to Schedule
24042,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-04-22,240506-007,24042,DWR.TM,[],Survey Technologist,HR,3.0,Set up job and precalcs ,Ready to Schedule
24042,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-04-25,240506-015,24042,DWR.TM,[],Project Manager,HR,1.0,review job,Ready to Schedule
24042,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-04-30,240506-022,24042,DWR.TM,[],CAD Drafting,HR,3.5,"DRAFTING ON EV SITE PLAN, ADDING LEGAL, CREATING CONTROL TABLE",Ready to Schedule
24042,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-05-03,240506-032,24042,DWR.TM,[],CAD Drafting,HR,1.5,"MARKUPS FROM TK, FINAL PACKAGE CREATION",Ready to Schedule
24042,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-04-26,240506-038,24042,DWR.TM,[],Professional Land Surveyor,HR,2.0,assess legal evidence - Legal CAD to drafters,Ready to Schedule
24042,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-04-29,240506-042,24042,DWR.TM,[],Survey Technician,HR,2.0,Legal assessment and CAD linework,Ready to Schedule
24042,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-05-01,240506-051,24042,DWR.TM,[],Project Manager,HR,2.0,final review - send package to client,Ready to Schedule
24042,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-04-23,240508-008,24042,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Travel to site, site inspection and safety forms completed, set control with GNSS Static, Topographic Survey, Underground Utility Survey, Two drone / LiDAR flights to capture C/L Barriers and paintlines. Travel to office, download, drafting, check PE2N, delivery.""}]",CAD Drafting,HR,1.5,"MA --- Legal DXF, potential control locations, legl PDFS to XAVIER ",Ready to Schedule
24042,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-04-24,240508-009,24042,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Travel to site, site inspection and safety forms completed, set control with GNSS Static, Topographic Survey, Underground Utility Survey, Two drone / LiDAR flights to capture C/L Barriers and paintlines. Travel to office, download, drafting, check PE2N, delivery.""}]",Data Processing,HR,2.0,MA--- Data processing XS field data into ground for TK use,Ready to Schedule
24044,"[""Topographic Survey""]",Job Setup,2024-04-22,240422-014,24044,DWR.TM,[],Estimating,HR,0.75,"Emails, estimate setup",Job Setup
24044,"[""Topographic Survey""]",Job Setup,2024-04-24,240424-040,24044,DWR.TM,[],Estimating,HR,1.0,"Discussion with Kevin, Tanya, Aaron and David on Tuesday",Job Setup
24044,"[""Topographic Survey""]",Job Setup,2024-04-25,240425-015,24044,DWR.TM,[],Estimating,HR,1.0,Word doc.,Job Setup
24044,"[""Topographic Survey""]",Ready to Schedule,2024-04-30,240430-009,24044,DWR.TM,[],Administrator,HR,0.25,Project Setup,Ready to Schedule
24044,"[""Topographic Survey""]",Ready to Schedule,2024-05-01,240501-001,24044,DWR.TM,[],CAD Manager,HR,0.25,Discuss project with TK,Ready to Schedule
24044,"[""Topographic Survey""]",Ready to Schedule,2024-05-01,240501-006,24044,DWR.TM,[],CAD Drafting,HR,0.5,Place BC one call. Speak to CS about compiling asbuilts and survey checklist,Ready to Schedule
24044,"[""Topographic Survey""]",Ready to Schedule,2024-05-01,240501-019,24044,DWR.TM,[],Survey Technician,HR,0.5,"JH - kickoff meeting, review checklist ",Ready to Schedule
24044,"[""Topographic Survey""]",Ready to Schedule,2024-05-02,240502-011,24044,DWR.TM,[],Survey Technician,HR,9.0,"JH - load up, travel to site, FHA. Setup project, search and tie GCMs, set control. Search and tie legal. Topo scope areas. Import data, travel. Unload, notes, sketch, admin ",Ready to Schedule
24044,"[""Topographic Survey""]",Ready to Schedule,2024-05-01,240506-024,24044,DWR.TM,[],CAD Drafting,HR,3.0,"GETTING AS-BUILTS, GIS FILES, CREATING SURVEY BOUNDARY DXF/KML, CREATING SURVEY CHECKLIST FOR PROJECT, KICKOFF MEETING",Ready to Schedule
24044,"[""Topographic Survey""]",Ready to Schedule,2024-05-03,240506-031,24044,DWR.TM,[],Data Processing,HR,2.0,"PROCESSING JH FIELD DATA, CREATING NETWORK ADJUSTMENT",Ready to Schedule
24044,"[""Topographic Survey""]",Ready to Schedule,2024-05-03,240506-031,24044,DWR.TM,[],CAD Drafting,HR,4.0,DRAFTING ON SITE PLAN,Ready to Schedule
24044,"[""Topographic Survey""]",Ready to Schedule,2024-04-25,240506-034,24044,DWR.TM,[],Estimating,HR,1.0,Estimate - word and excel,Ready to Schedule
24044,"[""Topographic Survey""]",Ready to Schedule,2024-05-01,240506-053,24044,DWR.TM,[],Survey Technician,HR,2.0,TK - calc job - comm with Quadra,Ready to Schedule
24044,"[""Topographic Survey""]",Ready to Schedule,2024-05-01,240506-054,24044,DWR.TM,[],Survey Assistant,HR,4.0,"Travel to site, meeting with Quadra line locators, find legal evidence, MH dips.",Ready to Schedule
24044,"[""Topographic Survey""]",Ready to Schedule,2024-05-06,240506-068,24044,DWR.TM,[],CAD Manager,HR,0.5,Review and discuss with CS,Ready to Schedule
24044,"[""Topographic Survey""]",Ready to Schedule,2024-05-06,240513-008,24044,DWR.TM,[],CAD Drafting,HR,4.5,"DRAFTING ON SITE PLAN, MARKUPS FROM SF",Ready to Schedule
24044,"[""Topographic Survey""]",Ready to Schedule,2024-05-07,240513-011,24044,DWR.TM,[],CAD Drafting,HR,1.0,ADDING LEGAL TO SITE PLAN,Ready to Schedule
24044,"[""Topographic Survey""]",Ready to Schedule,2024-05-08,240513-018,24044,DWR.TM,[],CAD Drafting,HR,1.5,"DRAFTING ON SITE PLAN, MARKUPS FROM TK",Ready to Schedule
24044,"[""Topographic Survey""]",Ready to Schedule,2024-05-09,240513-021,24044,DWR.TM,[],CAD Drafting,HR,1.5,"CREATING CONTROL TABLE, FINAL PACKAGE CREATION.",Ready to Schedule
24044,"[""Topographic Survey""]",Ready to Schedule,2024-05-06,240515-005,24044,DWR.TM,[],Project Manager,HR,2.0,review project,Ready to Schedule
24044,"[""Topographic Survey""]",Ready to Schedule,2024-05-08,240515-007,24044,DWR.TM,[],Project Manager,HR,2.0,Plan Checking,Ready to Schedule
24044,"[""Topographic Survey""]",Ready to Schedule,2024-05-09,240515-011,24044,DWR.TM,[],Project Manager,HR,1.0,final review - submission ,Ready to Schedule
24044,"[""Topographic Survey""]",Ready to Schedule,2024-05-15,240516-019,24044,DWR.TM,[],Survey Technician,HR,2.0,"Travel to site, set up GPS gear, tie in Water Vault and some SE's, check shot, pack up gear, travel to Vancouver office.",Ready to Schedule
24044,"[""Topographic Survey""]",Ready to Schedule,2024-05-16,240516-026,24044,DWR.TM,[],Data Processing,HR,1.0,PROCESSING KL FIELD DATA FROM 05/15,Ready to Schedule
24044,"[""Topographic Survey""]",Ready to Schedule,2024-05-16,240516-026,24044,DWR.TM,[],CAD Drafting,HR,1.0,"ADDING IN KL DATA TO SITE PLAN, CREATING UPDATED DWG SUBMISSION PACKAGE.",Ready to Schedule
24045,"[""Legal Survey"",""Topographic Survey""]",,2024-02-02,240202-018,E24-037,DWR.NC,[],Estimating,HR,0.5,"Emails, estimate setup",Estimating
24045,"[""Legal Survey"",""Topographic Survey""]",Job Setup,2024-02-05,240205-031,E24-037,DWR.NC,[],Estimating,HR,0.5,Estimate setup,Job Setup
24045,"[""Legal Survey"",""Topographic Survey""]",Job Setup,2024-02-05,240205-045,E24-037,DWR.NC,[],Estimating,HR,0.75,"revisions, emails, submittal",Job Setup
24045,"[""Legal Survey"",""Topographic Survey""]",Job Setup,2024-02-05,240212-013,E24-037,DWR.NC,[],Estimating,HR,3.0,Prepare estimate.,Job Setup
24045,"[""Legal Survey"",""Topographic Survey""]",Ready to Schedule,2024-05-02,240502-005,24045,DWR.TM,[],Administrator,HR,0.5,Project Setup,Ready to Schedule
24045,"[""Legal Survey"",""Topographic Survey""]",Ready to Schedule,2024-05-02,240503-026,24045,DWR.TM,[],Project Manager,HR,0.5,Discuss scope with MA,Ready to Schedule
24045,"[""Legal Survey"",""Topographic Survey""]",Ready to Schedule,2024-05-03,240507-016,24045,DWR.TM,[],Survey Technician,HR,10.0,"Travel to site, complete safety tools, meet land owner, search legal, set control, traverse into site, tie legal, pick up topo, tear down, took photos, complete and submit notes, sketch and data, return to Nanaimo office. ",Ready to Schedule
24045,"[""Legal Survey"",""Topographic Survey""]",Ready to Schedule,2024-05-02,240508-013,24045,DWR.TM,[],Project Manager,HR,2.5,"discussions with AB and XS, data relay to XS, discussions with client ",Ready to Schedule
24045,"[""Legal Survey"",""Topographic Survey""]",Ready to Schedule,2024-05-08,240508-044,24045,DWR.TM,[],CAD Drafting,HR,0.5,Set up drawing and database,Ready to Schedule
24045,"[""Legal Survey"",""Topographic Survey""]",Ready to Schedule,2024-05-09,240509-013,24045,DWR.TM,[],Data Processing,HR,2.5,draft topo plan,Ready to Schedule
24045,"[""Legal Survey"",""Topographic Survey""]",Ready to Schedule,2024-05-10,240510-012,24045,DWR.TM,[],CAD Drafting,HR,0.5,revisions,Ready to Schedule
24045,"[""Legal Survey"",""Topographic Survey""]",Ready to Schedule,2024-05-10,240510-025,24045,DWR.TM,[],CAD Drafting,HR,0.5,revisions,Ready to Schedule
24045,"[""Legal Survey"",""Topographic Survey""]",Ready to Schedule,2024-05-07,240513-012,24045,DWR.TM,[],Data Processing,HR,1.5,"PROCESSING XS FIELD DATA, CREATING NETWORK ADJUSTMENT IN TBC",Ready to Schedule
24045,"[""Legal Survey"",""Topographic Survey""]",Ready to Schedule,2024-05-10,240513-024,24045,DWR.TM,[],CAD Drafting,HR,1.5,"CREATING CONTROL TABLE FOR PROJECT, MARKUPS ON SITE PLAN",Ready to Schedule
24045,"[""Legal Survey"",""Topographic Survey""]",Ready to Schedule,2024-05-10,240516-022,24045,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Legal Survey, Topographic Survey""}]",Professional Land Surveyor,HR,0.5,Check Plan,Ready to Schedule
24045,"[""Legal Survey"",""Topographic Survey""]",Ready to Schedule,2024-05-10,240516-022,24045,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Legal Survey, Topographic Survey""}]",Professional Land Surveyor,HR,0.5,Sign Plan,Ready to Schedule
24045,"[""Legal Survey"",""Topographic Survey""]",Ready to Schedule,2024-05-10,240516-022,24045,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Legal Survey, Topographic Survey""}]",Project Manager,HR,0.25,Discussion with Drafting Manager,Ready to Schedule
24045,"[""Legal Survey"",""Topographic Survey""]",Ready to Schedule,2024-05-06,240522-004,24045,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Legal Survey, Topographic Survey""}]",Administrator,HR,1.0,team discussions,Ready to Schedule
24045,"[""Legal Survey"",""Topographic Survey""]",Ready to Schedule,2024-05-08,240522-005,24045,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Legal Survey, Topographic Survey""}]",CAD Drafting,HR,1.0,data QC and discussions with CS and SF,Ready to Schedule
24045,"[""Legal Survey"",""Topographic Survey""]",Ready to Schedule,2024-05-07,240522-006,24045,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Legal Survey, Topographic Survey""}]",Administrator,HR,1.0,team discussions ,Ready to Schedule
24045,"[""Legal Survey"",""Topographic Survey""]",Ready to Schedule,2024-05-07,240522-006,24045,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Legal Survey, Topographic Survey""}]",Project Manager,HR,1.0,data over view ,Ready to Schedule
24045,"[""Legal Survey"",""Topographic Survey""]",Ready to Schedule,2024-05-09,240522-007,24045,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Legal Survey, Topographic Survey""}]",Administrator,HR,3.0,tree diameters and notes ,Ready to Schedule
24045,"[""Legal Survey"",""Topographic Survey""]",Ready to Schedule,2024-05-10,240522-008,24045,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Legal Survey, Topographic Survey""}]",CAD Drafting,HR,2.0,cad finishing touches ,Ready to Schedule
24045,"[""Legal Survey"",""Topographic Survey""]",Ready to Schedule,2024-05-10,240522-008,24045,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Legal Survey, Topographic Survey""}]",Project Manager,HR,2.5,"AS discussions for signature and SF to make new plans, client discussions and submissions ",Ready to Schedule
24045,"[""Legal Survey"",""Topographic Survey""]",Ready to Schedule,2024-05-10,240522-008,24045,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Legal Survey, Topographic Survey""}]",Administrator,HR,1.0,final review with the team ,Ready to Schedule
24048,"[""Site Layout"",""As-Built Survey""]",Job Setup,2024-02-22,240222-003,E24-056,DWR.NC,[],Estimating,HR,1.0,"Estimate setup, emails",Job Setup
24048,"[""Site Layout"",""As-Built Survey""]",Job Setup,2024-02-26,240226-019,E24-056,DWR.NC,[],Estimating,HR,0.5,Discussion with Adam. Addenda. Extend due date,Job Setup
24048,"[""Site Layout"",""As-Built Survey""]",Job Setup,2024-03-04,240304-075,E24-056,DWR.NC,[],Estimating,HR,1.5,"Estimate doc review, emails. Revisions. Submittal",Job Setup
24048,"[""Site Layout"",""As-Built Survey""]",Job Setup,2024-03-04,240305-013,E24-056,DWR.NC,[],CAD Manager,HR,0.5,Review and discuss hours with AM,Job Setup
24048,"[""Site Layout"",""As-Built Survey""]",Job Setup,2024-03-04,240312-015,E24-056,DWR.NC,[],Estimating,HR,1.0,Assist with estimate submission and review,Job Setup
24048,"[""Site Layout"",""As-Built Survey""]",Ready to Schedule,2024-05-13,240513-030,24048,DWR.TM,[],Administrator,HR,0.75,Project setup,Ready to Schedule
24048,"[""Site Layout"",""As-Built Survey""]",Ready to Schedule,2024-05-14,240521-008,24048,DWR.TM,[],Survey Technician,HR,13.5,"Collect supplies at Nanaimo office, travel to site, complete safety orientation,  set up and begin providing Runway grades, stayed late to assist with layout, tear down, complete and submit notes and data, travel and check into hotel.",Ready to Schedule
24048,"[""Site Layout"",""As-Built Survey""]",Ready to Schedule,2024-05-15,240521-009,24048,DWR.TM,[],Survey Technician,HR,12.5,"Travel to site, attend morning tailgate, setup, proceed to layout Runway grades, tear down, complete and submit notes and data, return to hotel.",Ready to Schedule
24048,"[""Site Layout"",""As-Built Survey""]",Ready to Schedule,2024-05-16,240521-010,24048,DWR.TM,[],Survey Technician,HR,12.5,"Travel to site, attend morning tailgate meeting, setup and continue to provide Runway grades, tear down, complete and submit notes and data, return to hotel. ",Ready to Schedule
24048,"[""Site Layout"",""As-Built Survey""]",Ready to Schedule,2024-05-17,240521-011,24048,DWR.TM,[],Survey Technician,HR,12.5,"Travel to site, attend morning tailgate meeting, setup, continue to provide Runway grades, asbuilt of first lift, edge of asphalt and tight edge grades, tear down, complete and submit notes and data, return to hotel. ",Ready to Schedule
24048,"[""Site Layout"",""As-Built Survey""]",Ready to Schedule,2024-05-18,240521-012,24048,DWR.TM,[],Survey Technician,HR,12.75,"Travel to site, attend morning tailgate meeting, setup and continue to provide Runway grades, asbuilt of base, tear down, complete and submit notes and data, return to hotel ",Ready to Schedule
24048,"[""Site Layout"",""As-Built Survey""]",Ready to Schedule,2024-05-16,240521-035,24048,DWR.TM,[],Project Manager,HR,0.5,Discuss S7 issues with XS,Ready to Schedule
24048,"[""Site Layout"",""As-Built Survey""]",Ready to Schedule,2024-05-14,240522-017,24048,DWR.TM,[],Project Manager,HR,2.0,"kick off, calls with client, control checks and surface checks before XS is on field ---MA",Ready to Schedule
24048,"[""Site Layout"",""As-Built Survey""]",Ready to Schedule,2024-05-13,240522-018,24048,DWR.TM,[],Administrator,HR,2.5,Crew setup and discussions with client ,Ready to Schedule
24048,"[""Site Layout"",""As-Built Survey""]",Ready to Schedule,2024-05-14,240522-019,24048,DWR.TM,[],Administrator,HR,0.5,"Discussions with KL, TK, and DB, on the job and how we were rewarded the job",Ready to Schedule
24048,"[""Site Layout"",""As-Built Survey""]",Ready to Schedule,2024-05-15,240522-025,24048,DWR.TM,[],Data Processing,HR,3.0,"QC of data and surface point report, discussions on the elevations busts due to heat waves and solutions ",Ready to Schedule
